,title,url,answers,tags,highlights
152,Rails 3.0.7 -&gt; How do you get your tests to run faster?,http://www.stackoverflow.com/questions/6087329,"['https://stackoverflow.com/a/6087475', 'https://stackoverflow.com/a/6087816', 'https://stackoverflow.com/a/6133078']","['Environment > Configuration > App Framework > Ruby > Clean Gemfiles', ""Environment > Tool > Test Data Generation > Rails' Factory Girl"", 'Environment > Tool > Testing Framework > DB Plugin > Use Spork', 'Mocking > How > Use stub and fake classes', 'Mocking > When > Use Mocking', 'Performance > General improvement > Deferring garbage collection']","['{0:Spork will do all the bootstrapping and environment requires once}', '{1:Clean up your Gemfile}', ""{2:You'll need to have nearly all ActiveRecord functionality stubbed out in your tests, but if you can do this, you'll see a massive decrease in your test tim}"", '{3:Factory Girl }']"
153,Rails 4: How to reset test database?,http://www.stackoverflow.com/questions/25877734,"['https://stackoverflow.com/a/25878014', 'https://stackoverflow.com/a/30615283', 'https://stackoverflow.com/a/51506710']","['Environment > Configuration > Build Framework > Rake > Database Cleanup command', 'Environment > Tool > DB Cleanup > DatabaseCleaner (Ruby)']",['{0:In lieu of using the DatabaseCleaner gem}']
154,Rails –Testing named scopes: test scope results or scope configuration?,http://www.stackoverflow.com/questions/22902666,['https://stackoverflow.com/a/22921819'],"['Concepts > Scope > Test it > Test query correctness', 'DB Management > Test DB > Use local database']","['{0:If, on the other hand, your scope (or any query) is compound, or uses advanced features in a complex configuration, I believe that setting up tests that assert its behavior, by using a real live database (which is installed locally, with a small custom-tailored data set) can go a long way in assuring you that your code works.}']"
155,Rake db:test:prepare does not create `table view`,http://www.stackoverflow.com/questions/37954164,['https://stackoverflow.com/a/57152488'],"['Environment > Configuration > DB > Specific database configuration recommendation', 'Environment > Tool > DB Migration > Configure views > Scenic']",[None]
156,Removing the &quot;integration test scam&quot; - Understanding collaboration and contract tests,https://softwareengineering.stackexchange.com/questions/135011,['https://softwareengineering.stackexchange.com/a/135012'],['Concepts > Book > Book recommendation'],"[""{0:I've recently watched Integration Tests are a Scam by J. B. Rainsberger }"", '{1:I can recommend two excellent books:}']"
157,Repository and Controller tests,https://codereview.stackexchange.com/questions/59537,"['https://codereview.stackexchange.com/a/59540', 'https://codereview.stackexchange.com/a/59854']","['Mocking > When > Mock commands, not queries', 'Structure/Design > Design Patterns > Consider Data builder pattern', 'Structure/Design > Testability > Data object should focus on holding data, not functionality', 'Test Code > Code example > Code example provided']","['{0:Mock commands, not queries}', '{1:Data builder patter}', '{2:holding data than functionality}']"
158,Running migrations against the Rails test environment,http://www.stackoverflow.com/questions/5340635,['https://stackoverflow.com/a/5340661'],['Environment > Configuration > Build Framework > Rake > Migration command'],[None]
159,Should each unit test be able to be run independently of other tests?,https://softwareengineering.stackexchange.com/questions/64306,"['https://softwareengineering.stackexchange.com/a/64308', 'https://softwareengineering.stackexchange.com/a/64314', 'https://softwareengineering.stackexchange.com/a/64315']","['Characteristics > Isolated/Independent > Unit test should be independent / isolated', 'Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'Process > Testing > Use integration testing']","['{0:can not run independently then they are not unit tests}', '{1:not rely on any external state}', '{2:unit of code in isolation}', '{3: integration testing}', '{4: method would be isolated and tested independently,}', '{5:each test the ability to stand alone}']"
160,Should I Unit Test Data Access Layer? Is this a good practice and how to do it?,http://www.stackoverflow.com/questions/3333120,"['https://stackoverflow.com/a/3333179', 'https://stackoverflow.com/a/3333220', 'https://stackoverflow.com/a/3333250']","[""Characteristics > Isolated/Independent > Unit tests shoudn't touch an actual database"", 'Concepts > Definitions > Integration tests involves real database', ""Concepts > Scope > Don't test it > Don't test it if there is no logic there"", 'Environment > Use Real DB > Generic recommendation > Use real database']","[""{0:sure your unit tests don't touch an actual database}"", '{1:only test code which has conditional logic (IF statements etc)}', '{2:running tests on the real db is a good idea, you might ruin important data}', '{3:Is it better to have test database, or create database data during test?}']"
161,Shouldn't unit tests use my own methods?,https://softwareengineering.stackexchange.com/questions/330304,"['https://softwareengineering.stackexchange.com/a/330314', 'https://softwareengineering.stackexchange.com/a/330317', 'https://softwareengineering.stackexchange.com/a/330319']","['Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'Mocking > When > Use Mocking']","['{0:unit tests is to isolate code}', '{1:and by definition }', '{2:Unique tests that perform in isolation are an absolute must}', '{3:tests that cross units.}', '{4:This one of the many reasons why mocking frameworks like Mockito are so popular }']"
162,Should persistence tests depend on the data access layer implementation?,https://softwareengineering.stackexchange.com/questions/359038,['https://softwareengineering.stackexchange.com/a/359044'],['Mocking > When > Use Mocking'],[None]
163,Should service test classes connect to the database,https://softwareengineering.stackexchange.com/questions/119367,"['https://softwareengineering.stackexchange.com/a/119368', 'https://softwareengineering.stackexchange.com/a/119372']","['Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Environment > In-Memory DB > SQLIte (In-Memory) > Use SQLIte as in-memory DB', 'Mocking > What > Mock the DAO not the db calls']","[""{0:Your test classes shouldn't connect to the database if you are testing only the business logic, you should use mocks instead.}"", ""{1: I've seen some DAO objects unit test using in memory database such as SQLite.}""]"
164,Should you hard code your data across all unit tests?,https://softwareengineering.stackexchange.com/questions/212678,"['https://softwareengineering.stackexchange.com/a/212689', 'https://softwareengineering.stackexchange.com/a/212691', 'https://softwareengineering.stackexchange.com/a/212702']","['Characteristics > Isolated/Independent > Unit test should be independent / isolated', 'Characteristics > Self-explaining > Assumptions on existings records should be obvious', 'Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'DB Management > Cleanup > Cleanup before each test (known state)', 'DB Management > Preparation > Use test fixtures', 'DB Management > Test data > Usage > Keep irrelevant data out of the test', 'Mocking > What > Mock the DAO not the db calls']","['{0:everything should be tested in isolation}', '{1:Your DTO/entity type classes can be the real thing, but if classes are performing operations you need to be mocking them}', '{2:At the start of the test, everything is created, at the end of the test everything is destroyed.}', ""{3:If the data is part of the test (eg. Should not print rows with a state of 7) then code it in the test, so that it's clear what the author intended to happen.}"", '{4:a test class that keeps irrelevant data out of the test}']"
165,Simple and reliable in memory database for fast java integration tests with support for JPA,http://www.stackoverflow.com/questions/3444265,"['https://stackoverflow.com/a/3444283', 'https://stackoverflow.com/a/3444790', 'https://stackoverflow.com/a/7303750']","['Environment > In-Memory DB > Derby > Use Apache Derby', 'Environment > In-Memory DB > H2 > H2', 'Environment > In-Memory DB > HSQLDB > HSQLDB']","['{0:I now use H2 }', ""{1:I've been using HSQLDB in-memory }"", '{2:Derby supports an in-memory mode}']"
166,Simple embedded Kafka test example with spring boot,http://www.stackoverflow.com/questions/48753051,"['https://stackoverflow.com/a/48756251', 'https://stackoverflow.com/a/48789198', 'https://stackoverflow.com/a/56900462']",['Environment > Configuration > General recommendation > Recommend specific library/configuration'],[None]
167,Simple Repository Pattern without ORM and Unit Tests,https://codereview.stackexchange.com/questions/132541,"['https://codereview.stackexchange.com/a/132671', 'https://codereview.stackexchange.com/a/132724']","['Concepts > Definitions > Unit tests are incomplete', 'Structure/Design > Testability > Design with single responsibility', 'Test Code > Code example > Code example provided']","['{0:unit tests feel a bit incomplete}', '{1:a look at }']"
168,Simple REST Base Web Server with Unit Tests,https://codereview.stackexchange.com/questions/220684,[None],['NO ANSWER'],[None]
169,Spring/Hibernate/Junit example of testing DAO against HSQLDB,http://www.stackoverflow.com/questions/2861796,"['https://stackoverflow.com/a/2862836', 'https://stackoverflow.com/a/2862887', 'https://stackoverflow.com/a/6088175']","['Test Code > API > Spring Framework > Use JDBC Namespace', 'Test Code > API > Spring Framework > Use TestContext', 'Test Code > Code example > Code example provided']","['{0:new jdbc namespace }', '{1:HSQLDB.}', '{2:JPA or Hibernate }', '{3:using Hibernate,}', '{4:Spring}', '{5:HSQLDB}', ""{6:use Spring's TestContext Framework}""]"
170,Spring test injection not working when using TestExecutionListener,http://www.stackoverflow.com/questions/15704091,"['https://stackoverflow.com/a/15704700', 'https://stackoverflow.com/a/41538935']","['Test Code > API > Use specific API', 'Test Code > Code example > Code example provided']",['{0: I just added the DependencyInjectionTestExecutionListener explicitly with my custom one and everything works fine}']
171,SQLCop tests for tSQLt,http://www.stackoverflow.com/questions/9898865,"['https://stackoverflow.com/a/9907724', 'https://stackoverflow.com/a/9907939']",['Environment > Tool > Static Analysis > SQLCop'],"['{0:SQLCop.}', '{1:SQLCop-type tests }']"
172,SQL Injection Detection - Have compiled regexes... looking for test injections,http://www.stackoverflow.com/questions/6174691,['https://stackoverflow.com/a/6177137'],['Environment > Tool > Vulnerability Testing > Check PHP-IDS'],['{0:You might want to check out the PHPIDS}']
173,SQLite Database inserting + Unit tests in Java,https://codereview.stackexchange.com/questions/132742,['https://codereview.stackexchange.com/a/186862'],"['Concepts > Coverage > Cover all corners', 'Concepts > Coverage > Test border cases', 'DB Management > Preparation > setUp() & tearDown() methods']","['{0:For unit testing, you should reach good coverage. Writing unit tests for every possible scenario for a particular class.}']"
174,Stored procedures and unit testing,http://www.stackoverflow.com/questions/7664270,"['https://stackoverflow.com/a/16180585', 'https://stackoverflow.com/a/7702298']","['Environment > Tool > Unit Testing > MyTAP', 'Environment > Tool > Unit Testing > STK/Unit']","['{0:MyTAP}', '{1:STK/Unit}', '{2:unit testing framework}']"
175,TDD and test automation in applications heavily dependent on databases and user input,https://softwareengineering.stackexchange.com/questions/180978,['https://softwareengineering.stackexchange.com/a/180979'],"['Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'Environment > Tool > Unit Testing > Use PHPUnit', 'Mocking > When > Use Mocking']","['{0:PHPUnit}', '{1:unit tests to test the singularity of their business rules}', '{2:mock the database, or write functional or integration tests}']"
176,TDD: &quot;Test Only&quot; Methods,http://www.stackoverflow.com/questions/2295965,"['https://stackoverflow.com/a/2296016', 'https://stackoverflow.com/a/2296037', 'https://stackoverflow.com/a/2296042']","['Structure/Design > Coupling > Create a separate package', 'Structure/Design > Testability > Follow the Open/Closed principle', 'Test Code > API > Implement test-specific API in a subclass']","['{0: you can follow the Open/Closed Principle and open up your API so that others would be able to add the desired functionality.}', '{1: if I have a DataLayer class which has all the public methods to access the data layer, then I might subclass it with a Test_DataLayer subclass}']"
177,Test arrangement using the system under test,https://softwareengineering.stackexchange.com/questions/319159,"['https://softwareengineering.stackexchange.com/a/319160', 'https://softwareengineering.stackexchange.com/a/319162']","['Structure/Design > Testability > Refactoring to reduce coupling', 'Test Code > Re-use production code > Use production code in tests']","[""{0:there's an opportunity to refactor things in a way that would make both the tests and the production code easier to write}"", ""{1:it's perfectly fine for none of the tests to call it in isolation}"", '{2:ok to use production code for your tests}']"
178,Test connection to database C#,https://codereview.stackexchange.com/questions/5930,"['https://codereview.stackexchange.com/a/5931', 'https://codereview.stackexchange.com/a/5932', 'https://codereview.stackexchange.com/a/5933']",['Test Code > Code example > Code example provided'],[None]
179,testing admin.ModelAdmin in django,http://www.stackoverflow.com/questions/6498488,"['https://stackoverflow.com/a/21919959', 'https://stackoverflow.com/a/54667823', 'https://stackoverflow.com/a/6498681']",['IRRELEVANT ANSWER'],[None]
180,"Testing a service that makes database calls, without a database",https://codereview.stackexchange.com/questions/208871,['https://codereview.stackexchange.com/a/208877'],['IRRELEVANT ANSWER'],"['{0:each one calls a different stored procedure in the database}', '{1:You could instead use something like assertSame(voMock, voResult) to ensure that the instance returned by the service method is the same one that is returned by the *Proc method.}']"
181,Testing controller class using mockito mvc,https://codereview.stackexchange.com/questions/142896,['https://codereview.stackexchange.com/a/142944'],"['Characteristics > Small > Make small tests', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Environment > In-Memory DB > H2 > H2']",[None]
182,"Testing database insertion, removal, and modification from program code (i.e., rather than test code)",https://softwareengineering.stackexchange.com/questions/384724,"['https://softwareengineering.stackexchange.com/a/384736', 'https://softwareengineering.stackexchange.com/a/384737', 'https://softwareengineering.stackexchange.com/a/384740']","['Concepts > Coverage > 100% coverage is not possible', 'Concepts > Coverage > Aim at 100% of the DAO layer', 'Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', ""Concepts > Scope > Don't test it > Don't test 3rd party code"", 'DB Management > Cleanup > Transactions > Use transaction scopes (which revert the state of DB after each test)', 'DB Management > Test DB > Use a Test database and rollback', 'Environment > In-Memory DB > Derby > Use Apache Derby', 'Environment > In-Memory DB > H2 > H2', 'Process > Continuous Integration > Rebuild a dedicated test DB for every build', 'Process > Development > Use Behavior-driven development (BDD)']","['{0:DAO tests run everything in a self-rolling-back transaction (some frameworks make this easier than others)}', '{1:100% test coverage of data access layer}', '{2:CI pipeline drops and rebuilds a dedicated test database for every build}', '{3:I am not advocating for 100% test coverage in general.}', '{4:applications that use Oracle or DB2 have database access tests that run against in memory databases like H2 or Apache Derby.}', '{5:Some testing approaches like BDD even encourage end to end tests as the primary testing method.}', '{6:Avoid tests that verify that a third party component works correctly}', '{7:You can configure the database with in-memory storage.}']"
183,Testing database on Android: ProviderTestCase2 or RenamingDelegatingContext?,http://www.stackoverflow.com/questions/3096378,"['https://stackoverflow.com/a/33755925', 'https://stackoverflow.com/a/6156569', 'https://stackoverflow.com/a/7730921']","['DB Management > Preparation > setUp() & tearDown() methods', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Test Code > API > Android > Use content providers instead of database adapters', 'Test Code > API > Use specific API']","['{0: ProviderTestCase and RenamingDelegatingContext will destroy the database if one already exists before opening it }', '{1:You leverage this by opening the database in your fixture in setUp(), which will then ensure that your working with a fresh database before each test case.}', '{2:I would suggest that you go for writing content providers rather than creating database adapters}', '{3:the ProviderTestCase2<ContentProvider> completely bootstraps a test context}', '{4:The idea is to use standard on-file stored DB during the normal use of the app and an in-memory DB during tests.}']"
184,Testing database table creation with NUnit,https://codereview.stackexchange.com/questions/23203,['https://codereview.stackexchange.com/a/23206'],['Test Code > Code correction > Code to check systable'],[None]
185,Testing Django apps that use South migrations,http://www.stackoverflow.com/questions/5572546,['https://stackoverflow.com/a/5572569'],['Environment > Configuration > Testing Framework > Django > Add this line of code'],['{0:The South setting SOUTH_TESTS_MIGRATE controls this behaviour.}']
186,Testing Entity Framework with fixtures,http://www.stackoverflow.com/questions/11320421,"['https://stackoverflow.com/a/11389977', 'https://stackoverflow.com/a/11457335']","['DB Management > Preparation > Initialise DB with general configuration before all tests, then before each test, set the database in the context required by each test', 'DB Management > Preparation > Seeding the minimum needed for the concerned test', 'DB Management > Preparation > Set the DB in a well-known state with SQL scripts', 'DB Management > Preparation > Use Migrations to populate DB', 'Test Code > Code example > Code example provided']","[""{0:One of the things I like about Rails' and Django's testing approach is their support of using fixtures to set up a database before each test is run.}"", '{1:In EF5 new concept has been introduced, called Migrations.}', ""{2:code first migrations just to set the database structure (tables, indexes, etc.). I don't use migrations to seed data.}"", '{3:SQL scripts that set the database in specific, well-known states.}', '{4:At the start of the whole test suite, I execute the script that sets up users, permissions and other very general environment configurations.}', '{5:Before each test method, I execute one or more scripts, as appropriate, to set the database in the context required by the tests being run.}']"
187,testing flask sql alchemy,http://www.stackoverflow.com/questions/17791571,"['https://stackoverflow.com/a/17792475', 'https://stackoverflow.com/a/17818795', 'https://stackoverflow.com/a/38824754']","['DB Management > Cleanup > Cleanup before each test (known state)', 'DB Management > Preparation > setUp() & tearDown() methods', 'Environment > Configuration > App Framework > Flask > Flask and SQLAlchemy configuration']","['{0:Second, it’s usually a good idea to create and drop your tables with each test run, to ensure clean tests:}']"
188,Testing for security vulnerabilities in web applications: Best practices?,http://www.stackoverflow.com/questions/2351315,"['https://stackoverflow.com/a/2351387', 'https://stackoverflow.com/a/2351417', 'https://stackoverflow.com/a/2351993']","['Environment > Configuration > General recommendation > Configuration recommendation', 'Environment > Tool > Vulnerability Testing > Vulnerability Testing']",[None]
189,Testing: how to focus on behavior instead of implementation without losing speed?,http://www.stackoverflow.com/questions/11006888,"['https://stackoverflow.com/a/11015164', 'https://stackoverflow.com/a/11021235', 'https://stackoverflow.com/a/11023669']","['Environment > Use Real DB > Generic recommendation > Use real database', 'Mocking > When > Avoid mocking for testing the entire stack', 'Mocking > When > Use Mocking']","['{0:I mock or stub everything that is not the object under test}', '{1:two levels of tests}', '{2:Mocking is avoided}', '{3:I avoid mocking here as well. The tests hit the database or surrounding objects when necessary}']"
190,Testing MVC models when using SQL referential constraints,https://softwareengineering.stackexchange.com/questions/200845,['https://softwareengineering.stackexchange.com/a/201270'],"[""Environment > Tool > Test Data Generation > Rails' Factory Girl"", 'Mocking > When > Use Mocking', 'Test Code > Testing Queries > Assume the DB would do the right thing and compare the generated SQL']","[""{0:One way to solve this problem is to use something like Rails' Factory Girl, which, when properly configured, will generate the chain of records you need to instantiate any model in your system.}"", '{1:to have something that generates the SQL statements for me, and then I make sure that my domain models are calling that correctly.}', ""{2:then mock that when I'm unit testing my models.}""]"
191,Testing my VB.NET code?,https://softwareengineering.stackexchange.com/questions/159943,"['https://softwareengineering.stackexchange.com/a/159945', 'https://softwareengineering.stackexchange.com/a/159971']","['Characteristics > Compliant > Test should meet specifications', 'Process > Development > Use Test-driven development (TDD)']","['{0:unit testing}', '{1:validate input that will be inserted into a database table}', '{2:use TDD }', '{3:design and spec}', '{4:before}', '{5:coding.}', '{6:Unit tests should be built based on requirements and constraints that you know about.}']"
192,Testing performance of queries in mysql,http://www.stackoverflow.com/questions/2756100,"['https://stackoverflow.com/a/2776353', 'https://stackoverflow.com/a/2782791', 'https://stackoverflow.com/a/2790132']","['DB Management > Cleanup > Disable caching between queries', 'DB Management > Cleanup > Flush tables between test runs', 'Performance > Query optimisation > Use ""last_query_cost"" (MySQL)']","['{0:is last_query_cost,}', '{1:should flush your tables in between the queries}', '{2:SQL_NO_CACHE options affect caching of query results in the query cache}', '{3:use FLUSH TABLES between test runs}', '{4:turning query caching off altogether}']"
193,Testing properties with private setters,https://softwareengineering.stackexchange.com/questions/317121,"['https://softwareengineering.stackexchange.com/a/317127', 'https://softwareengineering.stackexchange.com/a/317134', 'https://softwareengineering.stackexchange.com/a/323491']","['Mocking > How > Use stub and fake classes', 'Mocking > When > Use Mocking']","['{0:So fake the repository, then fake the entity coming back and fake the property that you want to return.}', '{1:I would suggest the simple solution is to make use of mocking, and mock those repositories to return entities of the appropriate type}']"
194,Testing Spring's @RequestBody using Spring MockMVC,http://www.stackoverflow.com/questions/20504399,"['https://stackoverflow.com/a/20510028', 'https://stackoverflow.com/a/35402975', 'https://stackoverflow.com/a/54121572']",['Test Code > Code example > Code example provided'],['{0:date format to one of the above}']
195,Testing SQLite database in Robolectric,http://www.stackoverflow.com/questions/7320820,"['https://stackoverflow.com/a/24526727', 'https://stackoverflow.com/a/24578332', 'https://stackoverflow.com/a/9142196']","['Environment > Configuration > General recommendation > Upgrade to newer version', 'Environment > In-Memory DB > SQLIte (In-Memory) > Configuration to use SQLIte as an in-memory DB']","['{0: SQLiteOpenHelper could create an in-memory database}', '{1:This answer is outdated. If you are using Roboletric 2.X}']"
196,"TestNG unit test not working after annotating service to test with @Retention, @Transactional, @Inherited",http://www.stackoverflow.com/questions/31315433,"['https://stackoverflow.com/a/32219066', 'https://stackoverflow.com/a/32243662', 'https://stackoverflow.com/a/32257786']","['DB Management > Cleanup > Transactions > Transaction Manager', 'Structure/Design > Design Patterns > Use dependency injection', 'Test Code > API > MockitoJUnitRunner', 'Test Code > Code example > Code example provided']","['{0:dependency injection}', '{1:You can take profit of DI benefits}', '{2:Spring’s transaction manager}', '{3:ry using}']"
197,Ugly code unit testing with PHPUnit and Doctrine2 (an ORM),https://codereview.stackexchange.com/questions/55362,['https://codereview.stackexchange.com/a/55381'],['Structure/Design > Testability > Refactoring to reduce complexity'],['{0:there was too much database access code in my UserPermissions class and split it into two classes}']
198,Unable to mock Service class in Spring MVC Controller tests,http://www.stackoverflow.com/questions/16170572,"['https://stackoverflow.com/a/16207069', 'https://stackoverflow.com/a/18086674', 'https://stackoverflow.com/a/33274821']","['Environment > Tool > Testing Framework > USe Spring MVC Test framework', 'Test Code > Code example > Code example provided']",['{0:This can be achieved by using the Spring MVC Test framework which allows you to run your tests within Spring.}']
199,Unit (Integration) Test for code that interacts with a database,https://codereview.stackexchange.com/questions/2601,"['https://codereview.stackexchange.com/a/2645', 'https://codereview.stackexchange.com/a/3483']",['IRRELEVANT ANSWER'],[None]
200,Unit/Integration Testing my DAL,https://softwareengineering.stackexchange.com/questions/133448,"['https://softwareengineering.stackexchange.com/a/133453', 'https://softwareengineering.stackexchange.com/a/133465', 'https://softwareengineering.stackexchange.com/a/133469']","['Characteristics > Repeatable > Repeatable tests', 'Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'Concepts > Definitions > Unit under test term can vary', ""DB Management > Test DB > Imply a 'static' database to test stored procedures"", 'DB Management > Test DB > Keep in synch with production codebase', 'DB Management > Test DB > Use a test database with test data', 'Process > Automatization > Fully automated tests', 'Structure/Design > Testability > Important code or business logic should not be in stored procedure']","['{0:Just be aware that integration tests still need to be repeatable}', ""{1:you'll have to have a fairly static test database}"", '{2:all of the tables/views/stored procedures synched to your production codebase}', '{3:One approach I\'ve seen to handle that is, rather than having a ""fairly static"" database, you have a completely empty database that has all of its objects and data constructed as part of the test setup, and cleared out as part of the teardown. That represents a higher maintenance cost and a non-trivial amount of initial setup work, but may work better if your database schema changes frequently.}', '{4:I suggest either connecting to an empty DB and filling with data in the test set-up phase, then either emptying it or deleting it in the test clean-up phase. or creating a copy of a constant DB, connecting to it in the test set-up phase, then deleting in the test clean-up phase.}', '{5:do this per test}', '{6:tests are truly independent.}']"
201,unit/integration testing web service proxy client,https://softwareengineering.stackexchange.com/questions/167906,"['https://softwareengineering.stackexchange.com/a/170312', 'https://softwareengineering.stackexchange.com/a/223708', 'https://softwareengineering.stackexchange.com/a/223741']","['Characteristics > Consistent > Tests should leave the DB in a consistent state', 'DB Management > Cleanup > Cleanup before each test (known state)', 'DB Management > Test DB > Separate Database for Testing', 'Structure/Design > Coupling > Design with loose coupling']","['{0:Integration tests which integrate with the DB must ensure that either after every test, or before ever test that the db is in a known good state}', '{1:Test separately your db layer}', '{2: I would strongly suggest decoupling it from both the web and from the DB.}']"
202,Unit test database insert/remove and atomicity,https://softwareengineering.stackexchange.com/questions/256325,"['https://softwareengineering.stackexchange.com/a/256330', 'https://softwareengineering.stackexchange.com/a/256337']",['Characteristics > Isolated/Independent > Use plain queries instead of external functions'],"[""{0:you can't test each method separately}"", '{1:by using plaintext queries}']"
203,Unit test error : This function can only be invoked from LINQ to Entities,http://www.stackoverflow.com/questions/28312094,['https://stackoverflow.com/a/28312492'],['Test Code > API > Use specific API'],[None]
204,Unit test for a method that adds tweets to a database,https://codereview.stackexchange.com/questions/128287,"['https://codereview.stackexchange.com/a/128294', 'https://codereview.stackexchange.com/a/128336']","['Characteristics > Isolated/Independent > Decouple tests from implementation', 'Characteristics > Simple > Avoid loops', 'Characteristics > Simple > Avoid too complicated fixtures', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Mocking > How > Use stub and fake classes']","['{0:Using loops in test methods is a test smell.}', '{1:fixture setup is quite complicated,}', '{2:use a fake database. With an in-memory}', '{3:The test knows too much about intimate details of the implementation.}']"
205,Unit-testing a controller in Ruby on Rails,https://codereview.stackexchange.com/questions/505,"['https://codereview.stackexchange.com/a/520', 'https://codereview.stackexchange.com/a/682', 'https://codereview.stackexchange.com/a/695']",['IRRELEVANT ANSWER'],[None]
206,Unit testing a DAO class that uses Spring JDBC,http://www.stackoverflow.com/questions/5403722,"['https://stackoverflow.com/a/5403823', 'https://stackoverflow.com/a/5403843', 'https://stackoverflow.com/a/5404182']","['Environment > Tool > Unit Testing > Use DbUnit', 'Mocking > When > Use Mocking']","['{0:MockObjects or DBUnit}', '{1:Testing SQL queries with Spring and DbUnit}', '{2:unit test for this}', '{3:passing in a mock JdbcOperations object}', '{4:, you would not be touching a real database}']"
207,Unit testing a LINQ2SQL repository,http://www.stackoverflow.com/questions/726800,"['https://stackoverflow.com/a/726824', 'https://stackoverflow.com/a/734779', 'https://stackoverflow.com/a/802201']","['DB Management > Cleanup > Transactions > Use transaction scopes (which revert the state of DB after each test)', 'Environment > Tool > Mocking > Use Moq', 'Environment > Tool > Unit Testing > MBUnit', 'Mocking > How > Use wrapper implementation class', 'Mocking > When > Use Mocking']","['{0:It uses Moq}', '{1:MBUnit }']"
208,Unit-testing an adapter,https://codereview.stackexchange.com/questions/38906,"['https://codereview.stackexchange.com/a/38932', 'https://codereview.stackexchange.com/a/39116', 'https://codereview.stackexchange.com/a/45267']","['Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'Environment > Tool > Unit Testing > Use PHPUnit', 'Process > Testing > Use integration testing', 'Structure/Design > Design Patterns > Use dependency injection']","['{0:Unit testing means}', '{1:You can write integrations tests,}', '{2:The purpose of Unit Testing}', '{3:Start with PHPUnit}', '{4:eed to inject the dependency}', '{5:unit test:}']"
209,Unit testing coverage,https://softwareengineering.stackexchange.com/questions/63217,"['https://softwareengineering.stackexchange.com/a/63218', 'https://softwareengineering.stackexchange.com/a/63220', 'https://softwareengineering.stackexchange.com/a/65696']","['Concepts > Coverage > 100% coverage is not possible', 'Concepts > Coverage > No textbook rule, each coverage rate acceptable depends on the situation']","['{0:hardly reasonable to expect 100% coverage}', '{1:100% test coverage is impossible}', '{2:100% test coverage is unnecessary}', '{3:No textbook rule can fit}']"
210,Unit Testing Dapper with Inline Queries,http://www.stackoverflow.com/questions/30453890,"['https://stackoverflow.com/a/35557936', 'https://stackoverflow.com/a/43115559', 'https://stackoverflow.com/a/64636010']","[""Concepts > Scope > Don't test it > Don't test 3rd party code"", 'DB Management > Connection > Create connection factory', 'Environment > In-Memory DB > Generic recommendation > Use in memory database']","['{0:Your repository would get the connection from this factory}', '{1:have an abstraction on top of IDbConnection to be able to mock it}', '{2:create an in-memory database with some sample rows and check how the repository retrieves them}', '{3:testing it is not really in the realm of responsibility for Unit Testing}']"
211,Unit testing data access objects,https://softwareengineering.stackexchange.com/questions/47719,"['https://softwareengineering.stackexchange.com/a/47725', 'https://softwareengineering.stackexchange.com/a/47744', 'https://softwareengineering.stackexchange.com/a/47758']","['Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Environment > Tool > Unit Testing > Use DbUnit']","['{0:at DBunit.}', ""{1:it's integration rather than unit-testing}"", '{2:in-memory database}', '{3:unit tests and into integration or functional tests.}', '{4:unit test is to test a single unit of behavior in complete isolation}', '{5:integration tests, functional tests}']"
212,Unit testing database application with business logic performed in the UI,http://www.stackoverflow.com/questions/2609204,"['https://stackoverflow.com/a/2609235', 'https://stackoverflow.com/a/2609237', 'https://stackoverflow.com/a/2609409']","['DB Management > Test DB > Separate Database for Testing', 'Environment > Tool > Mocking > Typemock', 'Process > Development > Add Unit Tests as you add new functionality', 'Process > Testing > Automated UI testing']","['{0:test the application through the UI}', '{1:adding unit tests as you add pieces of new functionality.}', '{2:separate database }', '{3:consider using something like Typemock}']"
213,Unit testing - Database coupled app,https://softwareengineering.stackexchange.com/questions/138238,"['https://softwareengineering.stackexchange.com/a/138242', 'https://softwareengineering.stackexchange.com/a/138250', 'https://softwareengineering.stackexchange.com/a/138257']","['Characteristics > Isolated/Independent > Avoid connecting to production db', 'Mocking > When > Replace the DB with a mock object', 'Structure/Design > Coupling > With DB > Model should not depend on a DB', 'Structure/Design > Design Patterns > Use dependency injection']","['{0:Dependency injection}', '{1:build a test environment}', '{2:replace the DB with a mock object.}', ""{3:don't connect to the production database}"", '{4:model should not depend on a (concrete) DB}']"
